AR_Adams 2 4 12
MS_Sinclair 5 122 133
JJ_Krejza 2 13 25
PLS_Gamage 2 0 12
PHT_Kaushal 1 0 1
Umar_Akmal 98 2813 3347
M_Kaif 9 215 350
MH_Yardy 23 313 480
Hamza_Tariq 5 99 144
SM_Harwood 1 0 4
Sohail_Khan 6 25 52
PJ_Cummins 7 34 63
MA_Parker 1 17 22
JC_Tredwell 25 163 247
CM_Wright 6 81 145
DA_Minors 8 104 176
R_Sharma 1 1 2
Imrul_Kayes 54 1465 2303
GC_Wilson 35 882 1129
VS_Solanki 2 54 53
MK_Pandey 3 181 176
SF_Mire 10 198 310
New_Zealand_avg 1583 40059 48186
HP_Rinke 3 5 18
AD_Hales 28 962 1115
LHD_Dilhara 1 6 22
STR_Binny 10 205 214
JDF_Vandersay 1 7 17
Dhiman_Ghosh 11 124 205
MA_Leask 9 179 156
TJ_Murtagh 8 81 96
CO_Obuya 24 652 897
T_Kamungozi 10 27 58
DR_Smith 51 914 1071
BB_McCullum 148 4490 4489
AB_Agarkar 16 92 206
SK_Raina 169 4922 5312
RE_van_der_Merwe 7 39 41
Zimbabwe_avg 1367 27268 38956
BA_Stokes 33 678 750
S_Sreesanth 16 40 120
VD_Philander 17 151 218
P_Kumar 32 290 336
OA_Shah 45 1498 1844
JL_Ontong 4 86 110
Azhar_Ali 30 1157 1569
V_Kohli 156 7109 8020
SE_Findlay 4 88 140
CKB_Kulasekara 3 38 73
Taskin_Ahmed 4 3 11
