JS_Patel 10 84 140
FDM_Karunaratne 11 130 198
J_Anderson 3 40 94
LN_Onyango 4 61 82
AA_Obanda 13 463 660
SM_Katich 3 56 111
Waqas_Barkat 2 20 38
Misbah-ul-Haq 131 4627 6366
DBL_Powell 17 99 127
LS_Baker 3 11 17
Pankaj_Singh 1 3 3
Shakib_Al_Hasan 130 3879 4890
Shahriar_Nafees 42 998 1474
HJH_Marshall 10 115 164
India_avg 2118 59106 70318
MH_Cross 15 214 294
Amjad_Ali 13 422 584
Javed_Omar 6 146 304
ZE_Surkari 8 127 299
NG_Jones 2 7 10
KS_Williamson 84 3571 4305
C_Zhuwao 1 16 22
K_Rabada 6 50 74
AC_Agar 1 5 16
K_Karate 3 38 67
LPC_Silva 47 1232 1740
VAB_Tewarie 1 4 22
P_Utseya 78 1007 1708
AJ_Ireland 5 11 62
AO_Suji 2 29 55
KM_Jarvis 12 45 124
B_Laughlin 1 1 9
GJ_Hopkins 16 236 317
PJC_Hoffmann 3 30 23
MJ_North 2 6 19
AR_Patel 14 90 93
L_Ronchi 51 1107 970
Bermuda_avg 122 1665 2833
WPUJC_Vaas 26 226 340
BJ_Haddin 98 2721 3299
XJ_Doherty 20 91 171
AN_Cook 87 3109 4104
E_Otieno 7 21 57
BC_Lara 28 822 1085
RD_Shah 4 121 167
Nizakat_Khan 2 42 60
PJ_Hughes 21 814 1089
JF_Mooney 34 614 756
PA_Patel 22 482 608
DT_Christian 17 261 299
KD_Shah 1 34 38
JP_Faulkner 36 844 762
MR_Swart 5 81 123
Elias_Sunny 4 2 11
CJ_Jordan 19 154 177
HS_Modi 2 23 59
Shafiqullah 8 125 151
MB_Loye 7 142 190
V_Shetty 1 7 17
D_Soraine 2 3 10
Faisal_Hossain 1 8 9
Izatullah_Dawlatzai 2 1 11
SJ_Myburgh 5 133 157
MP_Stoinis 1 4 5
Fahad_Alhashmi 2 0 6
T_Taibu 57 1768 2453
JL_Carter 12 212 350
MD_Bates 1 13 10
JO_Ngoche 3 11 29
SMSM_Senanayake 31 254 303
NT_Pascal 1 0 1
Mohammad_Talha 1 0 1
Mohammad_Asif 9 17 76
AM_Ellis 12 154 189
