Scotland India DF_Watts NS_Poonia RR_Watson RM_Haq NFI_McCallum GM_Hamilton CJO_Smith CM_Wright JAR_Blain PJC_Hoffmann Scotland_avg RM_Haq JD_Nel JAR_Blain PJC_Hoffmann CM_Wright RV_Uthappa G_Gambhir KD_Karthik Yuvraj_Singh R_Dravid India_avg India_avg India_avg India_avg India_avg India_avg RR_Powar RP_Singh MM_Patel AB_Agarkar PP_Chawla 0
Australia India PJ_Hughes AJ_Finch SR_Watson GJ_Bailey GJ_Maxwell AC_Voges MG_Johnson Australia_avg Australia_avg Australia_avg Australia_avg AJ_Finch XJ_Doherty SR_Watson GJ_Maxwell CJ_McKay RG_Sharma S_Dhawan V_Kohli SK_Raina Yuvraj_Singh MS_Dhoni India_avg India_avg India_avg India_avg India_avg SK_Raina V_Kohli B_Kumar Mohammed_Shami A_Mishra 0
Bangladesh Pakistan Tamim_Iqbal Nazimuddin Mohammad_Ashraful Raqibul_Hasan Mushfiqur_Rahim Alok_Kapali Mahmudullah Farhad_Reza Mashrafe_Mortaza Abdur_Razzak Shahadat_Hossain Farhad_Reza Mahmudullah Mashrafe_Mortaza Shahadat_Hossain Abdur_Razzak Salman_Butt Nasir_Jamshed Pakistan_avg Pakistan_avg Pakistan_avg Pakistan_avg Pakistan_avg Pakistan_avg Pakistan_avg Pakistan_avg Pakistan_avg Shoaib_Malik Sohail_Tanvir Abdur_Rauf Saeed_Ajmal Iftikhar_Anjum 0
West_Indies India CH_Gayle J_Charles MN_Samuels DM_Bravo LMP_Simmons N_Deonarine DJ_Bravo DJG_Sammy JO_Holder SP_Narine R_Rampaul N_Deonarine DJG_Sammy DJ_Bravo LMP_Simmons R_Rampaul RG_Sharma S_Dhawan V_Kohli Yuvraj_Singh SK_Raina MS_Dhoni India_avg India_avg India_avg India_avg India_avg RG_Sharma B_Kumar JD_Unadkat Mohammed_Shami SK_Raina 0
Sri_Lanka New_Zealand FDM_Karunaratne TM_Dilshan KC_Sangakkara DPMD_Jayawardene AD_Mathews HDRL_Thirimanne NLTC_Perera BMAJ_Mendis KMDN_Kulasekara SMSM_Senanayake HMRKB_Herath TM_Dilshan AD_Mathews BMAJ_Mendis NLTC_Perera SMSM_Senanayake MJ_Guptill BB_McCullum KS_Williamson LRPL_Taylor GD_Elliott CJ_Anderson L_Ronchi DL_Vettori New_Zealand_avg New_Zealand_avg New_Zealand_avg CJ_Anderson GD_Elliott KS_Williamson AF_Milne DL_Vettori 0
India South_Africa RG_Sharma S_Dhawan V_Kohli AM_Rahane SK_Raina MS_Dhoni RA_Jadeja R_Ashwin Mohammed_Shami India_avg India_avg SK_Raina UT_Yadav MM_Sharma Mohammed_Shami RA_Jadeja HM_Amla Q_de_Kock F_du_Plessis AB_de_Villiers DA_Miller JP_Duminy WD_Parnell VD_Philander DW_Steyn M_Morkel Imran_Tahir VD_Philander JP_Duminy DW_Steyn WD_Parnell M_Morkel 1
Pakistan India Salman_Butt Imran_Nazir Yasir_Hameed Mohammad_Yousuf Shoaib_Malik Misbah-ul-Haq Fawad_Alam Sohail_Tanvir Pakistan_avg Pakistan_avg Pakistan_avg Fawad_Alam Iftikhar_Anjum Umar_Gul Shoaib_Malik Sohail_Tanvir G_Gambhir SR_Tendulkar RV_Uthappa V_Sehwag RG_Sharma Yuvraj_Singh MS_Dhoni IK_Pathan P_Kumar M_Kartik S_Sreesanth V_Sehwag Yuvraj_Singh P_Kumar IK_Pathan M_Kartik 1
Sri_Lanka Bangladesh MDKJ_Perera TM_Dilshan KC_Sangakkara LD_Chandimal SMA_Priyanjan AD_Mathews KDK_Vithanage KMDN_Kulasekara NLTC_Perera SMSM_Senanayake SL_Malinga KMDN_Kulasekara AD_Mathews SL_Malinga NLTC_Perera SMSM_Senanayake Anamul_Haque Mominul_Haque Shamsur_Rahman Mushfiqur_Rahim Shakib_Al_Hasan Nasir_Hossain Mahmudullah Sohag_Gazi Arafat_Sunny Rubel_Hossain Al-Amin_Hossain Mahmudullah Arafat_Sunny Sohag_Gazi Shakib_Al_Hasan Al-Amin_Hossain 1
Pakistan India Salman_Butt Kamran_Akmal Younis_Khan Misbah-ul-Haq Shahid_Afridi Shoaib_Malik Pakistan_avg Pakistan_avg Pakistan_avg Pakistan_avg Pakistan_avg Shoaib_Malik Fawad_Alam Umar_Gul Shahid_Afridi Iftikhar_Anjum G_Gambhir V_Sehwag RG_Sharma YK_Pathan Yuvraj_Singh SK_Raina MS_Dhoni IK_Pathan P_Kumar PP_Chawla I_Sharma SK_Raina YK_Pathan V_Sehwag Yuvraj_Singh IK_Pathan 1
Bangladesh Australia Tamim_Iqbal Junaid_Siddique Mehrab_Hossain_jnr Mohammad_Ashraful Shakib_Al_Hasan Alok_Kapali Dhiman_Ghosh Abdur_Razzak Mashrafe_Mortaza Nazmul_Hossain Shahadat_Hossain Abdur_Razzak Shahadat_Hossain Shakib_Al_Hasan Mashrafe_Mortaza Abdur_Razzak SE_Marsh SR_Watson MJ_Clarke MEK_Hussey Australia_avg Australia_avg Australia_avg Australia_avg Australia_avg Australia_avg Australia_avg SR_Watson NW_Bracken MG_Johnson JR_Hopes SR_Clark 0
